DJI（互联网泡沫）,DJI（经济大萧条）,DJI（87年，可能得省略）,DJI（08年金融危机）,N225（房地产泡沫）,CHL（智利金融危机）,China（中国08年）,HK（9798年东南亚危机）,China（中国15年）
5130.13,141.16,881.75,,11679.79,2142.19,2062.362061,4952.2,
5032.94,141.2,888.22,,11763.57,2152.28,2050.812012,4911.1,
5065.1,141.64,892.03,,11824.38,2163.27,2047.276978,4954.5,
5061.12,142.43,886.51,,11812.24,2170.34,2038.720947,4964.3,
5043.78,143.43,871.48,,11823.91,2169.82,2054.091064,4908.9,
5088.22,142.3,875.95,,11933.02,2166.31,2099.289063,4848.6,
5066.9,143.55,868.72,,11887.19,2195.2,2102.049072,4919,
5124.35,145.03,870.53,,11910.06,2222.47,2161.647949,5006,
5184.68,145.28,875.76,,11964.52,2264.09,2173.284912,5042.8,
5219.36,145.56,873.1,,11868.12,2282.52,2156.604004,5071.2,
5192.27,145.4,871.96,,11859.01,2296.57,2156.75,5059.9,
5242.84,145.56,869.67,,11856.36,2316.37,2093.637939,5045.4,
5216.83,145.95,873.38,,11785.1,2329.13,2180.496094,5036.1,
5271.75,147.21,870.34,,11798.86,2308.04,2218.950928,4990.6,
5304.98,150.13,868.25,,11843.07,2306.68,2223.455078,5015.8,
5381.21,149.37,873.1,,11960.63,2321.04,2249.110107,5061.1,
5395.3,151.31,875,,11992.31,2321.04,2273.907959,5052.3,
5405.06,153.44,882.52,,11946.96,2352.56,2332.434082,5052.2,
5373.99,151.92,865.3,,11891.08,2303.87,2364.177002,5037.7,
5407.59,154.02,861.02,,11823.43,2379.02,2373.205078,5007.6,
5459.61,153.54,861.78,,11867.17,2384.24,2342.937988,4978.3,
5492.12,151.54,866.53,,11940.8,2383.42,2343.667969,4938.3,
5539.45,151.87,850.46,,12009.01,2350.6,2435.761963,4910,
5541.62,150.8,847.7,,12027.89,2335.67,2479.731934,4924.3,
5600.15,151.08,838.95,,12025.71,2331.91,2536.386963,4916.7,
5601.23,152.61,842.28,,12081.69,2357.68,2567.593994,4896.9,
5579.55,153.04,847.6,,12148.29,2394.09,2675.474121,4926.4,
5551.37,153.01,855.12,,12149.15,2394.09,2715.718994,4827.6,
5503.32,154.15,847.41,,12156.64,2451.66,2641.333984,4729.4,
5458.53,154.37,845.89,,12152.37,2533.54,2707.198975,4921.1,
5515.97,155.05,848.27,,12128.46,2597.74,2807.803955,4889.1,
5608.46,155.66,845.03,,12147.06,2621.27,2825.575928,4883.5,
5630.49,153.74,842.75,,12201.04,2670.65,2770.110107,4986.1,
5565.1,155.58,841.51,,12194.97,2712.49,2668.110107,5082.7,
5549.21,156.83,842.66,,12287.38,2714.52,2794.700928,5093.1,
5506.21,157.12,864.25,,12321.92,2714.52,2821.01709,5189,
5485.62,155.84,871.1,,12412.14,2690.63,2778.899902,5287.8,
5536.56,157.81,851.69,,12509.01,2693.3,2756.98291,5330.2,
5600.15,158.94,852.55,,12476.38,2628.34,2832.207031,5371.8,
5642.42,157.63,845.03,,12498.67,2679.48,2933.189941,5423.4,
5629.77,156.41,847.03,,12414.8,2679.48,2949.144043,5362.4,
5641.69,155.58,851.03,,12347.53,2679.48,2975.128906,5369.6,
5470.45,155.43,833.43,,12263.85,2711.3,2857.36499,5484.2,
5581,155.71,830.57,,12296.87,2695.41,2882.558105,5613.8,
5583.89,156.73,836.66,,12419.26,2675.28,2945.262939,5631.2,
5568.72,159.33,834.67,,12405.03,2678.29,2930.562012,5581.2,
5586.06,160.58,833.81,,12468.03,2707.39,2786.334961,5629.6,
5584.97,160.18,831.34,,12506.64,2719.94,2785.431885,5608.2,
5683.6,161.84,827.63,,12477.99,2739.84,2673.211914,5632.3,
5669.51,163.4,828.96,,12541.37,2773.27,2612.537109,5705.9,
5655.42,163.24,824.3,,12542.6,2820.74,2675.697021,5758,
5626.88,163.34,811.26,,12493.26,2854.35,2716.175049,5746.5,
5636.64,164.16,812.98,,12486.15,2948.75,2737.731934,5704.5,
5643.86,166.14,826.77,,12550.82,2992.54,2730.385986,5637.1,
5670.6,162.89,825.82,,12604.02,3023.27,2807.174072,5642.2,
5626.88,161.68,824.39,,12580.76,2999.23,2831.87207,5753.8,
5630.85,163.28,828.39,,12677.15,3002.87,2905.093018,5865.6,
5587.14,164.85,825.82,,12629.86,2998.69,2993.008057,5859.7,
5637.72,166.1,815.16,,12683.26,2935.92,2998.474121,5993.1,
5671.68,164.14,807.55,,12627.1,2871.77,3040.599121,6052.1,
5689.74,164.41,807.36,,12544.24,2896.75,2771.791016,6012.5,
5682.88,162.43,795.47,,12635.96,2917.05,2881.072998,5988.1,
5594.37,162.06,803.84,,12630.43,2858.15,2797.189941,6080.2,
5560.41,163.41,804.89,,12601.93,2781.87,2831.525879,6056,
5485.98,161.46,805.56,,12573.8,2803.16,2785.305908,6059.4,
5487.07,160.41,797.37,,12588.01,2717.38,2840.175049,6037.4,
5532.59,161.18,800.99,,12552.73,2604.28,2896.593994,6035.8,
5592.92,161.36,798.33,,12207.28,2688.48,2928.014893,5978.8,
5620.02,161.83,795.85,,12302.06,2696.16,2937.909912,5940.2,
5549.93,162.51,805.27,,12052.82,2668.1,2954.914063,5917.5,
5551.74,163.93,805.65,,12114.8,2641.33,2964.793945,5826.5,
5535.48,163.23,819.54,,12179.92,2596.66,2906.333984,5819.1,
5564.74,163.75,826.67,,12124.14,2596.66,2951.697998,5846.8,
5588.59,166.1,823.34,,12217.77,2524.9,2930.480957,5846.1,
5553.9,165.05,827.63,,12333.87,2493.39,3014.441895,5796.1,
5566.91,164.94,817.92,,12405.1,2517.24,3032.195068,5787.6,
5567.99,163.35,823.82,,12426.29,2538.53,3057.379883,5819.9,
5573.41,158.97,824.49,,12456.65,2572.38,3071.225098,5897.9,
5569.08,160.57,822.77,,12451.79,2559.48,3074.285889,5965.2,
5575.22,159.35,833.24,,12506.3,2515.53,3122.811035,6078.7,
5498.27,158.71,838.57,,12521.2,2503.66,3138.825928,6113.1,
5478.03,156.74,835.33,,12474.51,2494.3,3173.018066,6057.9,
5464.31,156.26,839.33,,12527.31,2473.73,3197.537109,6103.9,
5420.95,157.56,836.35,,12541.53,2446.07,3183.98291,6134.8,
5474.06,157.65,842.94,,12504.2,2401.73,3252.594971,6073.7,
5475.14,156.96,841.32,,12358.03,2415.45,3291.299072,6061.9,
5518.14,158.65,841.04,,12369.3,2458.58,3291.541992,6024.8,
5582.6,158.42,838.09,,12419.99,2478.8,3319.139893,5911.9,
5624.71,158.01,839.61,,12559.1,2488.74,3323.584961,5981.9,
5625.44,157.71,843.42,,12650.37,2498.2,3398.949951,5925.5,
5635.05,158.19,846.08,,12673.57,2485.59,3444.291016,5981.4,
5687.5,159.69,840.56,,12649.13,2469.68,3495.224121,6085.9,
5748.82,156.78,843.42,,12593.85,2458.2,3531.029053,6097.2,
5736.26,154.86,853.12,,12642.73,2421.83,3518.26709,6125.5,
5778,153.99,862.16,,12694.93,2432.35,3596.440918,6162.5,
5762.12,152.5,865.58,,12767.17,2432.33,3611.870117,6128.1,
5762.86,153.39,857.5,,12790.27,2410.23,3612.395996,5986.5,
5709.67,149.35,852.64,,12758.46,2398.5,3449.016113,6010.4,
5673.83,150.78,844.94,,12473.41,2368.71,3584.204102,5917.2,
5693.41,152.1,848.36,,12583.31,2343.84,3710.885986,5772.8,
5643.18,147.95,849.03,,12693.21,2365.8,3720.531982,5664.4,
5624.71,148.2,854.45,,12716.11,2420.24,3743.958984,5782.6,
5665.71,145.66,854.45,,12716.59,2436.81,3783.062988,5857.3,
5697.48,146.73,863.2,,12683.34,2464.28,3759.866943,5829.8,
5667.19,149.38,869.2,,12758.93,2477.52,3841.271973,5881.1,
5697.11,148.51,860.92,,12748.01,2470.93,3950.010986,5910.7,
5687.87,148.78,865.87,,12717.16,2450.62,4013.084961,5859.8,
5668.66,149.35,865.77,,12685.25,2453.32,4049.700928,5841.2,
5668.29,151.87,859.11,,12769.28,2469.27,4021.677979,5865.3,
5657.95,151.45,857.78,,12741.11,2483.21,4046.39209,5850.9,
5649.45,150.76,845.32,,12773.59,2483.21,3899.177979,5867.9,
5652.78,150.51,840.85,,12677.97,2495.01,3986.042969,5886.8,
5628.03,151.23,835.9,,12634.76,2490.57,4048.292969,5879.2,
5648.35,152.76,832.48,,12765.93,2483.69,4030.258057,5857.1,
5659.43,152.88,835.9,,12837.02,2483.69,4072.225098,5822.6,
5705.23,154.75,836.38,,12910.29,2483.69,4110.378906,5667.9,
5717.79,154.82,834.57,,12841.6,2483.14,4173.708984,5675.2,
5719.27,153.41,828.77,,12882.09,2493.67,4151.132813,5620.4,
5682.7,154.66,824.96,,12919.03,2496.14,4179.775879,5481.6,
5677.53,155,819.54,,12913.75,2490.71,4272.11084,5509.4,
5654.63,155,814.97,,12924.3,2475.88,4334.923828,5390.9,
5729.98,156.53,816.88,,12969.59,2475.44,4053.087891,5291.5,
5720.38,155.15,816.5,,12963.35,2463.95,4109.653809,5478.8,
5703.02,154.51,804.98,,13029.65,2464.1,4000.741943,5460.7,
5588.14,152.86,804.03,,13021.01,2443.48,3670.400879,5628.6,
5550.83,155.01,802.23,,13012.09,2409.8,3767.101074,5711.6,
5581.86,155.83,795.57,,12858.1,2403.71,3776.316895,5734.5,
5603.65,155.73,798.71,,12839.49,2407.25,3890.802979,5722.5,
5520.54,157.37,809.74,,12598.77,2375.97,3913.13501,5707.5,
5510.56,155.93,801.85,,12698.26,2365.44,3995.679932,5664.4,
5349.51,156.55,801.27,,12846.49,2372.94,4072.137939,5700.6,
5358.76,157.31,796.9,,12852.54,2375.63,4176.479004,5727,
5376.88,158,791.48,,12788.54,2394.22,4115.208984,5631.6,
5464.18,158.5,788.62,,12771.66,2400.06,4132.868164,5537.3,
5426.82,159.3,789.95,,12762.83,2408.14,4253.348145,5607.2,
5390.94,158.86,799.66,,12777.03,2401.73,4269.523926,5653.8,
5346.55,158.35,813.17,,12647.03,2391.08,4181.323242,5633.1,
5354.69,158.94,810.41,,12648.09,2400.91,4230.823242,5637.9,
5422.01,159.61,803.08,,12591.42,2397.23,4091.445068,5689.3,
5473.06,160.01,811.93,,12269.89,2397.21,3941.081055,5741.5,
5434.59,160.65,812.21,,12232.27,2410.48,3973.371094,5740.2,
5481.93,160.63,811.93,,12538.34,2419.5,4078.599121,5712.6,
5528.91,159.32,803.27,,12525.96,2426.72,3914.204102,5658.7,
5594.75,160.66,796.99,,12450.62,2439.12,3820.702881,5686.2,
5679.83,160.75,798.9,,12437.28,2452.28,3836.293945,5597.2,
5674.28,160.46,799.66,,12421.15,2500.89,3899.724121,5581.9,
5696.11,160.29,804.98,,12386.03,2578.81,3816.165039,5505.4,
5718.67,160.22,814.12,,12401.19,2603.52,3615.87207,5528.8,
5713.49,160.46,824.87,,12372.88,2585.95,3781.3479,5595.4,
5681.31,159.32,824.2,,12326.71,2564.26,3883.216064,5553.1,
5704.98,157.19,828.39,,12419.64,2588.16,3853.020996,5589,
5647.28,157.5,827.34,,12484.02,2618,3865.7229,5555.5,
5666.9,156.65,828.67,,12583.08,2642.38,3915.990967,5596.7,
5665.78,157.2,826.1,,12640.05,2641.5,3914.39502,5725.6,
5689.45,155.16,833.43,,12634.05,2635.55,3821.916016,5756.1,
5699.44,155.53,832.19,,12704.81,2665.41,3896.190918,5806.8,
5721.26,155.54,832,,12734.05,2678.35,3930.060059,5913.6,
5689.82,155.16,830.57,,12691.41,2693.4,3912.940918,5985.3,
5733.47,155.53,825.44,,12651.77,2688.97,4058.853027,6089.9,
5722.74,156.56,822.77,,12691.41,2716.38,4213.36084,6088.5,
5693.89,155.68,811.83,,12685.5,2745.98,4210.329102,6200.9,
5711.27,155.5,812.21,,12728.8,2738.44,4323.96582,6329.1,
5712.38,155.45,808.6,,12713.15,2741.44,4346.458008,6262.5,
5647.65,154.91,822.11,,12726.64,2770.49,4345.356934,6062.5,
5616.21,153.91,816.4,,12630.96,2798.31,4440.769043,6218,
5648.39,154.12,803.46,,12529.47,2802.91,4471.032227,6127,
5656.9,155.53,795.85,,12491.8,2811.89,4300.562988,6117.5,
5606.96,155.16,784.34,,12453.85,2846.29,4407.72998,6190.7,
5659.86,155.51,780.35,,12455.72,2857.87,4560.773926,6231.2,
5733.84,154.43,779.3,,12519.54,2888.12,4628.10791,6197.4,
5727.18,152.73,777.21,,12625.25,2903.37,4651.225098,6325.4,
5754.92,153.36,776.92,,12603.04,2896.89,4663.162109,6347.8,
5771.94,153.13,788.05,,12585.7,2922.74,4754.095215,6315,
5838.52,153.85,792.43,,12591.51,2938.38,4749.369141,6267.9,
5889.2,156.41,831.24,,12529.66,2951.2,4820.063965,6273.1,
5888.83,156.26,829.43,,12564.99,2968.02,4872.785156,6422,
5877.36,154.8,838.57,,12666.95,3011.7,4869.882813,6447.1,
5867.74,154.94,869.29,,12755.6,3048.62,4765.448242,6366.6,
5888.46,154.51,891.17,,12704.81,3026.59,4656.574219,6294.8,
5894.74,154.31,874.9,,12689.5,3005.52,4904.85498,6088.5,
5874.03,154.86,884.89,,12639,3022.3,4955.207031,5848.3,
5877.36,155.29,892.41,,12700.11,3049.33,4980.075195,5855.4,
5868.85,155.53,883.47,,12685.36,3063.12,5032.494141,5878.2,
5872.92,156.05,893.3,,12720.5,3042.25,5107.667969,5895,
5882.17,157.56,901.31,,12700.86,3028.88,5150.118164,5972.5,
5904.9,157.61,895.05,,12713.83,2945.26,5194.688965,5918.5,
5933.97,157.41,909.4,,12792,2974.09,5109.426758,5913.2,
5932.85,157.97,925.13,,12835.21,2969.75,5167.883789,5986.7,
5992.86,158.56,914.28,,12857.2,2968.71,5218.825195,5810.6,
5979.81,158.8,915.75,,12949.92,2951.39,5321.055176,5501.7,
5966.77,160.43,912.53,,13017.29,2931.85,5294.044922,5411.7,
5930.62,160.11,906.82,,13055.52,2939.19,5310.71582,4978.2,
5921.67,160.68,918.69,,13036.56,2939.19,5393.660156,5268.1,
5969.38,161.96,923.01,,13021.14,2960.28,5277.175781,5191.8,
6010,161.42,930.46,,12973.22,2960.91,5355.287109,5202.4,
6004.78,159.07,927.8,,13023.21,2960.91,5113.967773,5339.3,
6020.81,160.89,916.94,,13001.69,2975.2,5172.626953,5273.8,
6059.2,159.68,916.3,,12946.53,2973.77,5273.591797,5253.2,
6094.23,158.62,934.79,,12969.08,2954.33,5312.182129,5267.7,
6090.87,158.84,927.61,,12854.99,2951,5421.39209,5315.8,
6061.8,159.86,925.77,,12937.04,2970.91,5425.208008,5416,
6036.46,160.87,919.52,,12913.92,2998.06,5395.265137,5329.5,
5992.48,160.18,920.9,,12908.66,2998.06,5470.064941,5192.7,
6007.02,161.43,919.33,,12936.47,3019.09,5454.673828,5242.5,
5972.73,160.03,906.27,,12808.1,3024.34,5485.013184,5297.7,
6007.02,161.61,896.25,,12820.69,3013.36,5425.879883,5318,
5993.23,161.78,907.74,,12892.4,2995.07,5338.52002,5442,
6029.38,160.68,903.61,,12851.24,2997.59,5409.402832,5531.7,
6021.93,160.81,907.19,,12851.05,2990.94,5552.300781,5444.1,
6041.68,158.41,944.26,,12821.26,3021.69,5692.754883,5467.9,
6081.18,158.85,965.97,,12735.08,3016.96,5715.89209,5512.4,
6177.71,160.3,986.85,,12716.29,3027.26,5771.463867,5437.8,
6206.04,160.21,1012.79,,12589.51,3032.4,5913.22998,5548,
6219.82,161.01,1003.68,,12637.44,3040.7,5903.26416,5586.7,
6255.6,160.62,1015.18,,12700.31,3044.13,6030.085938,5547.3,
6266.04,159.66,996.87,,12607.27,3044.26,6092.057129,5529.6,
6274.24,160.08,993.1,,12642.89,3044.26,6036.280762,5673.1,
6313,160.71,1019.22,,12697.02,3042.9,5825.282227,5671.3,
6348.03,161.7,1013.8,,12759.33,3016.85,5818.046875,5778.7,
6346.91,162.68,1034.12,,12783.39,2983.25,5667.332031,5890.2,
6397.6,162.69,1036.98,,12783.1,2957.88,5773.387207,5871.8,
6430.02,162.5,1031.46,,12777.84,2943.4,5843.108887,5882,
6418.47,162.52,995.13,,12741.19,2950.27,5562.394043,5897.9,
6471.76,163.61,1006.07,,12763.27,2956.12,5589.630859,5877,
6547.79,163.38,1006.35,,12796.92,2941.04,5747.99707,5914.4,
6528.41,164.17,990.99,,12774.55,2942.91,5897.192871,5923.7,
6499.34,164.78,991.72,,12811.2,2952.5,5954.765137,5939.9,
6521.7,165.48,1005.7,,12864.11,2951,5914.285156,5804.5,
6521.7,165.93,1022.08,,12793.53,2946.89,5777.809082,5751.4,
6442.69,166.1,1065.49,,12798.23,2960.23,5634.452148,5697.8,
6422.94,166.66,1050.22,,12850.95,2988.11,5536.568848,5662.5,
6437.1,167.36,1051.78,,12972,3006.41,5601.783203,5710.8,
6381.94,163.73,1037.44,,13050.28,3023.41,5330.022949,5778,
6463.94,165.12,1060.25,,13107.98,3011.82,5315.540039,5747.2,
6473.25,165.23,1044.52,,13117.85,3020.82,5187.734863,5786.7,
6402.52,163.53,1054.73,,13128.94,3007.81,5158.118164,5789.5,
6303.71,164.64,1039.92,,13102.34,3007.81,5412.693848,5835.6,
6304.87,164.59,1021.43,,13115.03,3006.42,5365.26709,5857,
6268.35,165.85,1008,,13011.09,2995.03,5316.273926,5858.2,
6308.33,168.05,1027.5,,13043.04,2968.37,5269.816895,6049.4,
6346.77,167.75,1032.1,,13010.71,2970.49,5293.703125,6065.6,
6473.64,167.85,1021.25,,13097.83,2995.73,5214.225098,6087.5,
6484.4,168.15,1000,,13084.59,2998.47,4984.161133,6186.9,
6489.02,168.25,990.99,,13083.18,2998.47,5032.129883,6170.1,
6522.85,167.58,1000,,13053.79,2995.89,4958.849121,6231.9,
6546.68,167.06,1007.36,,12991.24,2996.95,4861.11084,6149.2,
6560.91,168.15,1002.85,,13056.42,3002.52,4803.394043,6177.7,
6549.37,166.68,1039.28,,13034.19,3016.31,5003.333008,6203.9,
6448.27,168.19,1031.09,,12998.21,3008.62,4871.777832,6352,
6442.49,168.98,1033.11,,12977.02,2996.94,4868.61084,6398.8,
6544.09,170.29,1031.36,,12928.6,2986.99,4915.88916,6344.2,
6567.18,171.75,1055.65,,13027.13,2984.67,5042.653809,6436.6,
6600.66,171.67,1056.94,,13009.7,2993.03,5035.073242,6467.8,
6549.48,171.06,1047.09,,12952.05,2978.01,5091.755859,6502.8,
6625.67,171.51,1027.96,,12881.5,2967.29,5161.918945,6482.2,
6703.79,171.31,1018.76,,12923.32,2966.2,5175.076172,6508,
6709.18,172.15,1024.28,,12888.94,2970.14,5095.542969,6488.5,
6762.29,172.96,1009.38,,12904.2,3005.53,4958.042969,6371.8,
6726.88,171.98,992.64,,12983.14,3001.72,5007.911133,6170.4,
6765.37,171.88,990.25,,12993.69,2994.76,4876.76123,5854.6,
6833.1,169.65,1011.5,,12957.14,3008.93,4836.173828,5980,
6843.87,171.13,1004.51,,12949.04,3021.17,4941.78418,5958.3,
6883.9,170.18,1030.26,,13024.3,3024.07,5043.535156,6051.3,
6850.03,170.22,1035.04,,13086.47,3009.49,5101.778809,6088.3,
6755.75,170.85,1045.07,,13138.09,3022.47,5234.262207,6060,
6696.48,170.21,1070.55,,13185.66,3036.6,5201.181152,6118,
6660.69,167.63,1058.87,,13186.61,3027.7,5233.351074,6212.2,
6656.08,168.78,1059.6,,13212.13,3042.78,5308.88916,6247,
6740.74,170.26,1047.37,,13226.07,3027.23,5261.562988,6341.3,
6823.86,170.15,1046.54,,13300.58,2992.48,5272.813965,6322.9,
6813.09,169.5,1027.04,,13293.8,3001.86,5319.86084,6406.5,
6806.16,169.87,1046.08,,13342.78,3002.71,5361.574219,6388.9,
6833.48,169.5,1044.89,,13447.91,2983.34,5393.342773,6408.9,
6746.9,167.82,1070.92,,13436.23,2972.81,5386.530762,6404.4,
6773.06,168.04,1076.07,,13466.65,2959.1,5435.807129,6340.8,
6855.8,165.73,1092.35,,13355.41,2938.58,5456.541016,6281.7,
6806.54,166.4,1083.79,,13394.31,2918.59,5484.676758,6285.7,
6858.11,166.53,1083.61,,13503.49,2919.24,5497.900879,6418.2,
6961.63,166.23,1073.95,,13576.3,2888.11,5443.791016,6789.7,
7022.44,168.06,1080.85,,13621.7,2886.54,5290.605957,6732,
6988.96,170.95,1084.81,,13642.14,2860.25,5151.625977,6697.2,
7067.46,172.27,1079.65,,13640.83,2826.34,5180.51416,6680.2,
7020.13,171.96,1068.06,,13757.63,2832.29,4914.435059,6638.5,
6927.38,171.5,1070.82,,13784.29,2872.58,4559.750977,6768.4,
6931.62,172.65,1052.98,,13807.46,2920.98,4703.046875,6759.2,
7008.2,173.11,1030.17,,13901.56,2903.09,4717.733887,6750.9,
7037.83,173.19,1042.03,,13994.63,2904.91,4761.687988,6845.8,
6983.18,174.38,1037.99,,14056.52,2890.78,4419.293945,6836.9,
6925.07,174.87,1063.65,,14066.22,2861.42,4457.943848,6894.9,
6877.74,175.4,1064.75,,14238.13,2843.89,4417.849121,6884.1,
6918.92,177.02,1075.7,,14414.66,2848.27,4383.393066,6830.5,
6852.72,177.83,1059.79,,14516.77,2866.48,4320.76709,6790.1,
6945.85,177.75,1062.64,,14655.52,2874.92,4672.169922,6827.3,
6944.7,177.83,1064.66,,14639.32,2862.52,4599.695801,6829.3,
7000.89,179.28,1077.91,,14476.54,2878.71,4490.721191,6795.5,
7079.39,179.72,1087.1,,14753.3,2864.89,4552.315918,6798.3,
7085.16,180.09,1075.33,,15014,2865.38,4497.126953,6739.2,
7039.37,180.73,1067.42,,14975.23,2865.38,4568.150879,6842,
6878.89,181.4,1087.75,,14826.87,2842.37,4664.294922,7002.6,
6935.46,184.21,1086.5,,15059.72,2817.57,4567.025879,7108.8,
6955.48,185.55,1097.1,,15337.18,2824.64,4527.176758,7005.3,
6896.56,183.56,1093.1,,15364.34,2827.68,4370.285156,7124.1,
6877.68,184.64,1087.43,,15859.75,2827.68,4192.533203,7149.3,
6820.28,182.87,1088.91,,15745.87,2820.32,4238.179199,7093.9,
6804.79,180.27,1092.82,,15555.51,2784.23,4334.046875,7119,
6905.25,182.05,1080.4,,15272.24,2769.56,4299.513184,7170,
6876.17,182.2,1096.94,,15019.81,2780.57,4348.542969,7271.9,
6880.7,180,1121.81,,15061.98,2775.66,4438.265137,7368.2,
6740.59,177.13,1120.94,,15014.06,2756.26,4335.445801,7349.7,
6583.48,181.93,1112.16,,15110.18,2692.71,4292.653809,7447.2,
6611.05,183.36,1130.71,,15203.57,2699.27,4360.98584,7397.9,
6517,184.3,1135.06,,15326.38,2643.11,4300.515137,7372.2,
6477.4,184.15,1138.06,,15396.76,2666.89,4146.298828,7375.8,
6526.1,185.1,1140.96,,15352.33,2659.5,4165.87793,7322.2,
6555.9,187.32,1141.74,,15358.36,2627.23,4070.115967,7155.1,
6609.2,187.49,1119.78,,15486.84,2675.01,3971.25708,7157.5,
6563.8,188.07,1132.64,,15758.61,2724.94,3962.673096,7124.7,
6540.05,187.5,1120.94,,15827.28,2769.6,3820.048096,7259.7,
6391.7,188.81,1117.74,,15712.91,2769.6,3668.896973,7339.1,
6451.9,190,1114.45,,15748.02,2771.25,3761.60498,7260.6,
6587.16,190.63,1124.52,,15682.05,2775.42,3804.053955,7266.7,
6679.87,189.79,1116,,15689.88,2755.35,3796.575928,7283.5,
6658.6,191.56,1116.97,,15757.93,2755.12,3626.187988,7304.8,
6703.35,192.83,1117.74,,15825.5,2748.38,3629.618896,7189.1,
6660.2,196.91,1125.29,,15782.65,2766.57,3606.856934,7200.8,
6833.6,197.75,1122.97,,15868.44,2763.11,3411.49292,7003.6,
6812.7,196.92,1140.87,,15900.15,2768.57,3580.145996,7046.7,
6792.3,194.6,1145.9,,15953.85,2785.39,3472.712891,7062.6,
6738.9,194,1140.09,,16078.24,2799.9,3329.162109,7014.1,
6783,196.81,1133.32,,16194.98,2799.26,3347.88208,7148.1,
6962,198,1131.19,,16105.23,2810.91,3446.243896,7107.5,
7009,198.97,1143.29,,15982.26,2835.88,3599.61792,7099.3,
6976.5,198.85,1130.03,,15943.75,2859.91,3612.539063,7205.4,
7071.2,196.38,1127.61,,15924.69,2810.31,3413.906982,7217.9,
7213.68,196.97,1120.16,,15739.05,2814.41,3471.74292,7205.4,
7225.3,196.26,1113.49,,15697.53,2824,3492.893066,7168.3,
7085.65,194.65,1117.65,,15689.98,2836.35,3296.672119,7141.1,
7136.6,195.42,1124.71,,15808.14,2833.41,3348.353027,7122.4,
7169.5,194.64,1141.83,,15917.33,2803.4,3291.599121,7070.6,
7292.8,195.38,1145.32,,16204.98,2784.68,3222.740967,6952.6,
7274.2,194.11,1156.64,,16409.49,2776.29,3094.667969,6956.1,
7286.2,194.8,1165.25,,16467.35,2777.43,3116.977051,6955.5,
7333.5,197.59,1171.34,,16553.39,2771.24,3147.792969,6978.5,
7194.7,199.78,1183.24,,16610.61,2747.56,3278.330078,6925.2,
7228.9,198.88,1174.54,,16670.77,2713.38,3583.028076,6813.7,
7303.5,199.22,1191.47,,16739.27,2703.45,3557.749023,6846.8,
7290.7,199.22,1188.27,,16669.54,2713.27,3474.721924,6840,
7258.1,197.5,1196.3,,16802.75,2709.14,3523.405029,6760,
7345.9,189.03,1187.21,,16810.99,2694.98,3693.105957,6750.3,
7383.4,189.29,1209.46,,16817.91,2700.26,3761.009033,6858.1,
7357.2,190.45,1208.4,,17008.34,2701.47,3733.50293,6866,
7330.2,190.02,1219.52,,16967.69,2695.21,3579.146973,6903.2,
7331,186.81,1226.2,,17096.45,2692.67,3656.839111,6899.9,
7289.4,187.32,1204.33,,17131.22,2673.56,3613.493896,6989,
7312.1,184.48,1208.01,,17205.97,2675.94,3626.981934,7029,
7269.7,181.43,1212.65,,17185.6,2678.49,3560.24292,7211.8,
7305.3,181.43,1219.72,,17075.89,2694.2,3657.431885,7164.2,
7435.8,181.43,1232.59,,17177.07,2699.02,3637.323975,7307.5,
7478.5,185.31,1228.23,,17277.59,2697.35,3624.23291,7396.8,
7539.27,184.78,1229.68,,17403.13,2697.35,3604.760986,7382.2,
7575.8,183.96,1219.72,,17457.89,2689.14,3443.162109,7329.8,
7711.5,181.68,1214.4,,17342.4,2672.81,3544.186035,7357.6,
7782,181.73,1218.75,,17516.63,2663.93,3485.629883,7339.6,
7772.1,181.65,1202.98,,17600.95,2659.5,3473.091064,7392.3,
7760.8,184.61,1205.79,,17500.43,2650.26,3364.543945,7489.5,
7718.7,186.5,1203.56,,17654.19,2653.17,3375.406982,7528.8,
7777.1,187.49,1191.37,,17622.74,2640.58,3459.025879,7561,
7796.5,190.57,1190.02,,17669.92,2655.3,3401.437012,7605.3,
7604.3,189.31,1200.56,,17691.8,2673.85,3433.354004,7545.4,
7758.06,190.7,1219.04,,17597.73,2699.92,3459.043945,7388.4,
7690,193.34,1229.01,,17714.07,2726.55,3436.397949,7327.7,
7654.3,195.91,1223.49,,17734.15,2732.21,3369.913086,7265.6,
7687.7,195.37,1216.14,,17506.11,2732.21,3351.64502,7449.1,
7672.8,194.53,1199.98,,17469.82,2724.24,3329.669922,7423,
7722.3,195.47,1202.21,,17670.77,2722.41,3072.333008,7549.7,
7795.38,196.68,1211.44,,17820.56,2733.46,3024.23999,7542.2,
7895.8,194.9,1213.04,,17882.8,2733.46,2957.531982,7493.5,
7858.5,196.2,1214.24,,17700.9,2733.46,2868.800049,7512.1,
7962.3,197.1,1194.91,,17725.63,2730.44,2874.103027,7519.7,
7842.4,196.88,1185.5,,17838.84,2739.92,2794.750977,7546.7,
7886.8,194.8,1189,,17522.22,2745.88,2941.11499,7607.1,
7921.8,196.95,1196.11,,17639.32,2750.21,2748.874023,7586.8,
7923,198.21,1220.55,,17860.07,2747.96,2831.736084,7593.5,
7975.7,196.58,1227.26,,18026.24,2740.33,2760.416992,7476,
8038.9,196.75,1237.28,,18050.59,2757.85,2803.019043,7473.9,
